Neighborhood,Neighborhood_lat,Neighborhood_long,Venue,Category,Venue_lat,Venue_long
Parkwoods,43.7532586,-79.3296565,Brookbanks Park,Park,43.751976046055574,-79.33214044722958
Parkwoods,43.7532586,-79.3296565,Sun Life,Construction & Landscaping,43.75476,-79.332783
Parkwoods,43.7532586,-79.3296565,Variety Store,Food & Drink Shop,43.75197441585782,-79.33311418516017
Victoria Village,43.7258823,-79.3155716,Victoria Village Arena,Hockey Arena,43.72348055545508,-79.31563520925143
Victoria Village,43.7258823,-79.3155716,Portugril,Portuguese Restaurant,43.72581876267242,-79.31278541470671
Victoria Village,43.7258823,-79.3155716,Tim Hortons,Coffee Shop,43.725516631714754,-79.31310251366091
Victoria Village,43.7258823,-79.3155716,The Frig,French Restaurant,43.72705130603407,-79.31741760908679
Victoria Village,43.7258823,-79.3155716,Eglinton Ave E & Sloane Ave/Bermondsey Rd,Intersection,43.726086,-79.31362
Victoria Village,43.7258823,-79.3155716,Pizza Nova,Pizza Place,43.725823726352196,-79.31286041792907
"Regent Park, Harbourfront",43.6542599,-79.3606359,Roselle Desserts,Bakery,43.653446723052674,-79.3620167174383
"Regent Park, Harbourfront",43.6542599,-79.3606359,Tandem Coffee,Coffee Shop,43.65355870959944,-79.36180945913513
"Regent Park, Harbourfront",43.6542599,-79.3606359,Cooper Koo Family YMCA,Distribution Center,43.65324910177244,-79.35800826343677
"Regent Park, Harbourfront",43.6542599,-79.3606359,Body Blitz Spa East,Spa,43.65473505045365,-79.35987433132891
"Regent Park, Harbourfront",43.6542599,-79.3606359,Impact Kitchen,Restaurant,43.65636850543279,-79.35697968750694
"Regent Park, Harbourfront",43.6542599,-79.3606359,Corktown Common,Park,43.655617799749734,-79.3562113397429
"Regent Park, Harbourfront",43.6542599,-79.3606359,Morning Glory Cafe,Breakfast Spot,43.653946942635294,-79.36114884214422
"Regent Park, Harbourfront",43.6542599,-79.3606359,The Extension Room,Gym / Fitness Center,43.65331304337331,-79.35972538072777
"Regent Park, Harbourfront",43.6542599,-79.3606359,The Distillery Historic District,Historic Site,43.65024435658077,-79.35932278633118
"Regent Park, Harbourfront",43.6542599,-79.3606359,SOMA chocolatemaker,Chocolate Shop,43.65062222570758,-79.35812684032683
"Regent Park, Harbourfront",43.6542599,-79.3606359,Distillery Sunday Market,Farmers Market,43.650074989330655,-79.36183171318665
"Regent Park, Harbourfront",43.6542599,-79.3606359,Figs Breakfast & Lunch,Breakfast Spot,43.65567455427388,-79.3645032892494
"Regent Park, Harbourfront",43.6542599,-79.3606359,Brick Street Bakery,Bakery,43.650574039683974,-79.35953942981405
"Regent Park, Harbourfront",43.6542599,-79.3606359,Arvo,Coffee Shop,43.64996280366945,-79.36144178325522
"Regent Park, Harbourfront",43.6542599,-79.3606359,Sumach Espresso,Coffee Shop,43.65813540553308,-79.35951549011845
"Regent Park, Harbourfront",43.6542599,-79.3606359,Rooster Coffee,Coffee Shop,43.65189965670432,-79.36560912104514
"Regent Park, Harbourfront",43.6542599,-79.3606359,Dominion Pub and Kitchen,Pub,43.65691857501867,-79.35896684476664
"Regent Park, Harbourfront",43.6542599,-79.3606359,Underpass Park,Park,43.65576361726024,-79.3548059463501
"Regent Park, Harbourfront",43.6542599,-79.3606359,Dark Horse Espresso Bar,Coffee Shop,43.653080578844275,-79.3570778621122
"Regent Park, Harbourfront",43.6542599,-79.3606359,Young Centre for the Performing Arts,Performing Arts Venue,43.65082466432163,-79.35759324240415
"Regent Park, Harbourfront",43.6542599,-79.3606359,Starbucks,Coffee Shop,43.651613,-79.364917
"Regent Park, Harbourfront",43.6542599,-79.3606359,Souvlaki Express,Greek Restaurant,43.65558391537734,-79.36443816909016
"Regent Park, Harbourfront",43.6542599,-79.3606359,Cluny Bistro & Boulangerie,French Restaurant,43.650565116074695,-79.35784287026658
"Regent Park, Harbourfront",43.6542599,-79.3606359,Parliament Square Park,Park,43.65026388338689,-79.36219509081177
"Regent Park, Harbourfront",43.6542599,-79.3606359,ODIN Cafe + Bar,Café,43.656738544928054,-79.35650305267754
"Regent Park, Harbourfront",43.6542599,-79.3606359,Cacao 70,Dessert Shop,43.650066694561666,-79.36072263183006
"Regent Park, Harbourfront",43.6542599,-79.3606359,The Yoga Lounge,Yoga Studio,43.65551522261721,-79.36495542526245
"Regent Park, Harbourfront",43.6542599,-79.3606359,Caffe Furbo,Café,43.649969882303814,-79.35884946388191
"Regent Park, Harbourfront",43.6542599,-79.3606359,Alumnae Theatre,Theater,43.65275554626444,-79.36475283805089
"Regent Park, Harbourfront",43.6542599,-79.3606359,Soulpepper Theatre,Theater,43.65078003430492,-79.35761534068922
"Regent Park, Harbourfront",43.6542599,-79.3606359,Berkeley Church,Event Space,43.65512324174501,-79.36587330410705
"Regent Park, Harbourfront",43.6542599,-79.3606359,John Fluevog Shoes,Shoe Store,43.64989585773889,-79.3594359503061
"Regent Park, Harbourfront",43.6542599,-79.3606359,Izumi,Asian Restaurant,43.6499697935016,-79.36015326451906
"Regent Park, Harbourfront",43.6542599,-79.3606359,The Sweet Escape Patisserie,Bakery,43.65063217302609,-79.35870913127346
"Regent Park, Harbourfront",43.6542599,-79.3606359,Ontario Spring Water Sake Company,Brewery,43.649921646081026,-79.36007302731126
"Regent Park, Harbourfront",43.6542599,-79.3606359,The Aviary,Pub,43.65363394725125,-79.35466212072043
"Regent Park, Harbourfront",43.6542599,-79.3606359,Arta Gallery,Art Gallery,43.650022181882065,-79.36122168476822
"Regent Park, Harbourfront",43.6542599,-79.3606359,The Abnormal Beauty Company,Cosmetics Shop,43.649892147380996,-79.3610051085219
"Regent Park, Harbourfront",43.6542599,-79.3606359,Vistek,Electronics Store,43.65704640025721,-79.35966695607046
"Regent Park, Harbourfront",43.6542599,-79.3606359,TD Canada Trust,Bank,43.652779762702764,-79.3563362625656
"Regent Park, Harbourfront",43.6542599,-79.3606359,Savoury Grounds,Coffee Shop,43.656820970004496,-79.3589698353747
"Regent Park, Harbourfront",43.6542599,-79.3606359,The Beer Store,Beer Store,43.657773,-79.3574632
"Regent Park, Harbourfront",43.6542599,-79.3606359,Residence & Conference Centre,Hotel,43.65304,-79.35704
"Regent Park, Harbourfront",43.6542599,-79.3606359,The Healthy Road,Health Food Store,43.656264585886454,-79.35711882680904
"Regent Park, Harbourfront",43.6542599,-79.3606359,GW General,Antique Shop,43.650495,-79.357538
"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Roots,Boutique,43.71821373389962,-79.46389305304558
"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Kitchen Stuff Plus (Clearance Outlet),Furniture / Home Store,43.71909636823933,-79.46267482419971
"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Lac Vien Vietnamese Restaurant,Vietnamese Restaurant,43.72125878799614,-79.46847226859448
"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Orfus Road Shopping Outlets,Clothing Store,43.719045296434736,-79.46084915034818
"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Tim Hortons,Coffee Shop,43.7194274,-79.4679949
"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Ardene Shoes Outlet,Accessories Store,43.718892366644944,-79.46134358371631
"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Rinx Real Entertainment Centre,Event Space,43.71784220022086,-79.46223069665501
"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,International Clothiers,Clothing Store,43.717997,-79.46672
"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Stitches,Clothing Store,43.718804,-79.464125
"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Suzy Shier,Clothing Store,43.718846,-79.465906
"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Le Château,Clothing Store,43.71926903,-79.460276
"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Universal Lighting,Furniture / Home Store,43.7216845,-79.4663096
"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,SVP Sports,Sporting Goods Shop,43.72151621147103,-79.46732601644699
"Lawrence Manor, Lawrence Heights",43.718518,-79.4647633,Party City,Miscellaneous Shop,43.71941805471303,-79.459316806156
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Queen's Park,Park,43.66394609897775,-79.39217952520835
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Mercatto,Italian Restaurant,43.660390911898546,-79.38766421192705
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,NEO COFFEE BAR,Coffee Shop,43.66013,-79.38583
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Central YMCA,Distribution Center,43.663083310067655,-79.38502493214878
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,T-Swirl Crepe,Creperie,43.663452,-79.384125
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Bar Volo,Beer Bar,43.66546184849369,-79.38569158315659
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,The Yoga Sanctuary,Yoga Studio,43.661499497597596,-79.38363613350754
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Hero Certified Burgers,Burger Joint,43.66506305816304,-79.38729454806868
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Tokyo Sushi,Sushi Restaurant,43.665885330936845,-79.38697684868161
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Burrito Bandidos,Burrito Place,43.662962178169344,-79.38395554190546
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Como En Casa,Mexican Restaurant,43.66516,-79.384796
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Coach House Restaurant,Diner,43.66499059853204,-79.38481415727767
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Hart House Theatre,Theater,43.66357134217992,-79.3946163990837
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Flock Rotisserie + Greens,Fried Chicken Joint,43.659167,-79.389475
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Sushi Garden,Sushi Restaurant,43.66485840073255,-79.38494112880176
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Tokyo Grill,Japanese Restaurant,43.665085238149395,-79.38470692554789
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Fran's,Diner,43.661255320138636,-79.38389304122866
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Starbucks,Coffee Shop,43.658204,-79.388998
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Booster Juice,Smoothie Shop,43.65865699,-79.38868207
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,RBC Royal Bank,Bank,43.65933603842843,-79.38977326176165
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Subway,Sandwich Place,43.65897011920262,-79.3908742539673
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Aroma Espresso Bar,Café,43.658927676749364,-79.38990298985978
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Tim Hortons,Coffee Shop,43.6610382,-79.3937966
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Starbucks,Coffee Shop,43.660887,-79.39372
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Hart House Gym,Gym,43.66417202442517,-79.39488839857401
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,SUDS,Bar,43.65988035580764,-79.39471219966201
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Convocation Hall,College Auditorium,43.66082829233904,-79.39524545662506
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Tim Hortons,Coffee Shop,43.6589062,-79.3886961
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Tim Hortons,Coffee Shop,43.6594149,-79.3912214
"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Arbor Room,College Cafeteria,43.66360403276197,-79.39461502471048
"Malvern, Rouge",43.8066863,-79.1943534,Wendy’s,Fast Food Restaurant,43.80744841934756,-79.19905558052072
Don Mills,43.7459058,-79.352188,Island Foods,Caribbean Restaurant,43.745866073988985,-79.34603533317939
Don Mills,43.7459058,-79.352188,Baretto Caffé,Café,43.74445646349851,-79.34645978471785
Don Mills,43.7459058,-79.352188,LA Fitness,Gym,43.74766522888878,-79.34707696065234
Don Mills,43.7459058,-79.352188,Gonoe Sushi,Japanese Restaurant,43.74573681959921,-79.34599119916211
"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Jawny Bakers,Gastropub,43.705782646822,-79.31291304477831
"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,East York Gymnastics,Gym / Fitness Center,43.710654,-79.309279
"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Shoppers Drug Mart,Pharmacy,43.705933,-79.312825
"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,TD Canada Trust,Bank,43.705739883755946,-79.31227013468737
"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Pizza Pizza,Pizza Place,43.70515901620182,-79.31312955571528
"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Design Room & Co.,Furniture / Home Store,43.70652321982872,-79.31189060211182
"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Rise & Dine Eatery,Breakfast Spot,43.705769,-79.311638
"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,St. Clair Ave E & O'Connor Dr,Intersection,43.70523283448301,-79.31327432821826
"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Venice Pizza,Pizza Place,43.70592051370348,-79.31395663414658
"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Merchant's Flea Market,Flea Market,43.705107692965406,-79.31416841029413
"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,TKTO - Toronto Knife Throwing Organization,Athletics & Sports,43.7099660731501,-79.31341111891099
"Garden District, Ryerson",43.6571618,-79.3789371,UNIQLO ユニクロ,Clothing Store,43.65591027779457,-79.38064099181345
"Garden District, Ryerson",43.6571618,-79.3789371,Silver Snail Comics,Comic Shop,43.65703137958407,-79.38140310220501
"Garden District, Ryerson",43.6571618,-79.3789371,Page One Cafe,Café,43.65777161112601,-79.3760725691681
"Garden District, Ryerson",43.6571618,-79.3789371,Yonge-Dundas Square,Plaza,43.65605389742188,-79.38049504264389
"Garden District, Ryerson",43.6571618,-79.3789371,Ed Mirvish Theatre,Theater,43.655101567321054,-79.37976762131545
"Garden District, Ryerson",43.6571618,-79.3789371,Burrito Boyz,Burrito Place,43.656265264409015,-79.37834318376771
"Garden District, Ryerson",43.6571618,-79.3789371,Jazz Bistro,Music Venue,43.65567828473835,-79.37927565514764
"Garden District, Ryerson",43.6571618,-79.3789371,Blaze Pizza,Pizza Place,43.656518,-79.380015
"Garden District, Ryerson",43.6571618,-79.3789371,Salad King,Thai Restaurant,43.65760101432665,-79.38161963017174
"Garden District, Ryerson",43.6571618,-79.3789371,The Black Canary Espresso Bar,Café,43.65702925121356,-79.38138512728051
"Garden District, Ryerson",43.6571618,-79.3789371,Hokkaido Ramen Santouka らーめん山頭火,Ramen Restaurant,43.65643520293576,-79.37758637997793
"Garden District, Ryerson",43.6571618,-79.3789371,Barberian's Steak House,Steakhouse,43.65775512925926,-79.38217741375935
"Garden District, Ryerson",43.6571618,-79.3789371,Banh Mi Boys,Sandwich Place,43.659292,-79.381949
"Garden District, Ryerson",43.6571618,-79.3789371,Samsung Experience Store (Eaton Centre),Electronics Store,43.65564777812532,-79.3810108074576
"Garden District, Ryerson",43.6571618,-79.3789371,Oakham Café,Café,43.658077944767534,-79.37831497990125
"Garden District, Ryerson",43.6571618,-79.3789371,Ryerson Image Centre,Art Gallery,43.65752337161094,-79.37945958709186
"Garden District, Ryerson",43.6571618,-79.3789371,The Senator Restaurant,Diner,43.65564091455335,-79.37919882575557
"Garden District, Ryerson",43.6571618,-79.3789371,The Grand Hotel & Suites Toronto,Hotel,43.65644901207743,-79.3741100180102
"Garden District, Ryerson",43.6571618,-79.3789371,Solei Tanning Salon,Tanning Salon,43.654734082347616,-79.38024826065258
"Garden District, Ryerson",43.6571618,-79.3789371,Hailed Coffee,Coffee Shop,43.65883296982352,-79.38368351986598
"Garden District, Ryerson",43.6571618,-79.3789371,Chipotle Mexican Grill,Mexican Restaurant,43.65686,-79.38091
"Garden District, Ryerson",43.6571618,-79.3789371,Crepe Delicious,Fast Food Restaurant,43.654536488277245,-79.38088885547485
"Garden District, Ryerson",43.6571618,-79.3789371,CF Toronto Eaton Centre,Shopping Mall,43.654446920401455,-79.38095230798749
"Garden District, Ryerson",43.6571618,-79.3789371,306 Yonge Street - Jordan Store,Sporting Goods Shop,43.65649471160899,-79.38101531134684
"Garden District, Ryerson",43.6571618,-79.3789371,Five Guys,Burger Joint,43.657116518476315,-79.38085267976494
"Garden District, Ryerson",43.6571618,-79.3789371,Ryerson Athletics Centre,College Rec Center,43.65843443942876,-79.37929610991361
"Garden District, Ryerson",43.6571618,-79.3789371,Kabul Express,Middle Eastern Restaurant,43.65669146835466,-79.37664313658586
"Garden District, Ryerson",43.6571618,-79.3789371,BMV Books,Bookstore,43.657047061091596,-79.38166061431659
"Garden District, Ryerson",43.6571618,-79.3789371,Elgin And Winter Garden Theatres,Theater,43.653393796019586,-79.3785073962175
"Garden District, Ryerson",43.6571618,-79.3789371,The Elm Tree Restaurant,Modern European Restaurant,43.65739749535259,-79.38376054171513
"Garden District, Ryerson",43.6571618,-79.3789371,Kinka Izakaya Original,Japanese Restaurant,43.66059636632361,-79.37889120754515
"Garden District, Ryerson",43.6571618,-79.3789371,Elmwood Spa,Spa,43.6577592341367,-79.38258620521141
"Garden District, Ryerson",43.6571618,-79.3789371,The Queen and Beaver Public House,Gastropub,43.65747228208784,-79.38352412327917
"Garden District, Ryerson",43.6571618,-79.3789371,Kinton Ramen,Ramen Restaurant,43.660631695006714,-79.37887964897601
"Garden District, Ryerson",43.6571618,-79.3789371,Tokyo Smoke,Coffee Shop,43.6570197,-79.3804447
"Garden District, Ryerson",43.6571618,-79.3789371,LUSH,Cosmetics Shop,43.653557,-79.3804
"Garden District, Ryerson",43.6571618,-79.3789371,Balzac's Coffee,Coffee Shop,43.65785440672277,-79.37919981155157
"Garden District, Ryerson",43.6571618,-79.3789371,Indigo,Bookstore,43.65351471121164,-79.38069591056922
"Garden District, Ryerson",43.6571618,-79.3789371,Red Lobster,Seafood Restaurant,43.656328,-79.383621
"Garden District, Ryerson",43.6571618,-79.3789371,Danish Pastry House,Bakery,43.654574,-79.38074
"Garden District, Ryerson",43.6571618,-79.3789371,Nordstrom,Clothing Store,43.655041,-79.3809665
"Garden District, Ryerson",43.6571618,-79.3789371,Lake Devo,Lake,43.6569936860937,-79.37689788366988
"Garden District, Ryerson",43.6571618,-79.3789371,DAVIDsTEA,Tea Room,43.65521877547618,-79.38094518163427
"Garden District, Ryerson",43.6571618,-79.3789371,MUJI,Miscellaneous Shop,43.656024,-79.383284
"Garden District, Ryerson",43.6571618,-79.3789371,Ali Baba's - Yonge north of Dundas,Middle Eastern Restaurant,43.6578670583589,-79.3811759912352
"Garden District, Ryerson",43.6571618,-79.3789371,College Park Area,Park,43.659453,-79.383785
"Garden District, Ryerson",43.6571618,-79.3789371,Scaddabush Italian Kitchen & Bar,Italian Restaurant,43.658920292028725,-79.38289105381784
"Garden District, Ryerson",43.6571618,-79.3789371,Cineplex Cinemas,Movie Theater,43.65612555948613,-79.38039005666784
"Garden District, Ryerson",43.6571618,-79.3789371,Citrus Restaurant & Lounge @ The Grand Hotel,Lounge,43.65627304573888,-79.37422062269164
"Garden District, Ryerson",43.6571618,-79.3789371,Paramount Fine Foods,Middle Eastern Restaurant,43.65502870847598,-79.38024513018975
"Garden District, Ryerson",43.6571618,-79.3789371,Marriott Downtown at CF Toronto Eaton Centre,Hotel,43.654728444284025,-79.3824216350913
"Garden District, Ryerson",43.6571618,-79.3789371,Marshalls,Department Store,43.659308,-79.3824621
"Garden District, Ryerson",43.6571618,-79.3789371,Ethiopiques,Ethiopian Restaurant,43.65651274304155,-79.377077748846
"Garden District, Ryerson",43.6571618,-79.3789371,SEPHORA,Cosmetics Shop,43.6535272,-79.3801543
"Garden District, Ryerson",43.6571618,-79.3789371,Magic Tailor,Clothing Store,43.65374158228865,-79.37974523881418
"Garden District, Ryerson",43.6571618,-79.3789371,HomeSense,Furniture / Home Store,43.6531486,-79.3794184
"Garden District, Ryerson",43.6571618,-79.3789371,GB Hand-Pulled Noodles,Chinese Restaurant,43.65643422548463,-79.3837827356398
"Garden District, Ryerson",43.6571618,-79.3789371,MAC Cosmetics,Cosmetics Shop,43.65405547492733,-79.38071368220903
"Garden District, Ryerson",43.6571618,-79.3789371,Bourbon St. Grill,Fast Food Restaurant,43.6551351410162,-79.3808225262395
"Garden District, Ryerson",43.6571618,-79.3789371,Tangerine Café,Bank,43.653936903308185,-79.37972202364307
"Garden District, Ryerson",43.6571618,-79.3789371,Chatime 日出茶太,Bubble Tea Shop,43.65554164147378,-79.38468427043244
"Garden District, Ryerson",43.6571618,-79.3789371,Roots,Clothing Store,43.65361341708363,-79.38024401664734
"Garden District, Ryerson",43.6571618,-79.3789371,KAKA,Japanese Restaurant,43.65745745164475,-79.38419169987876
"Garden District, Ryerson",43.6571618,-79.3789371,Starbucks,Coffee Shop,43.65446528594945,-79.37891894388453
"Garden District, Ryerson",43.6571618,-79.3789371,Nordstrom Ebar,Coffee Shop,43.654648676831954,-79.38057377013143
"Garden District, Ryerson",43.6571618,-79.3789371,Katsuya,Japanese Restaurant,43.65986035759321,-79.37878806223506
"Garden District, Ryerson",43.6571618,-79.3789371,Trattoria Mercatto,Italian Restaurant,43.65445314470199,-79.3809741075674
"Garden District, Ryerson",43.6571618,-79.3789371,Starbucks,Coffee Shop,43.659509,-79.382132
"Garden District, Ryerson",43.6571618,-79.3789371,Hard Candy Fitness,Gym / Fitness Center,43.659556180497816,-79.38244024080487
"Garden District, Ryerson",43.6571618,-79.3789371,Hollister Co.,Clothing Store,43.654479660102204,-79.38091371769396
"Garden District, Ryerson",43.6571618,-79.3789371,Ryerson Square,Other Great Outdoors,43.656988428886045,-79.37689617296417
"Garden District, Ryerson",43.6571618,-79.3789371,Bubble Republic Tea House 奶茶黨部,Bubble Tea Shop,43.656707495984975,-79.38416470657434
"Garden District, Ryerson",43.6571618,-79.3789371,Panago,Pizza Place,43.65825817735338,-79.38431282558368
"Garden District, Ryerson",43.6571618,-79.3789371,Booster Juice,Juice Bar,43.65631796,-79.38276487
"Garden District, Ryerson",43.6571618,-79.3789371,Apple Eaton Centre,Electronics Store,43.6528318,-79.3805553
"Garden District, Ryerson",43.6571618,-79.3789371,Ali Basha Cafè,Hookah Bar,43.6566897,-79.3754589
"Garden District, Ryerson",43.6571618,-79.3789371,Bath & Body Works,Distribution Center,43.65418247138001,-79.38094783233447
"Garden District, Ryerson",43.6571618,-79.3789371,Smoke's Poutinerie,Poutine Place,43.65737935238092,-79.37345459540276
"Garden District, Ryerson",43.6571618,-79.3789371,Imperial Pub,Pub,43.656254269765554,-79.37895528846455
"Garden District, Ryerson",43.6571618,-79.3789371,Victoria's Secret PINK,Lingerie Store,43.65335746417248,-79.3806734813237
"Garden District, Ryerson",43.6571618,-79.3789371,Donatello Restaurant,Italian Restaurant,43.657489310288014,-79.38360495100461
"Garden District, Ryerson",43.6571618,-79.3789371,VISA Screening Room #TIFF,Movie Theater,43.6534148270092,-79.37845854142398
"Garden District, Ryerson",43.6571618,-79.3789371,Vans,Shoe Store,43.654825509733335,-79.38024076741966
"Garden District, Ryerson",43.6571618,-79.3789371,Victoria's Secret,Lingerie Store,43.65320588119187,-79.38052200729167
"Garden District, Ryerson",43.6571618,-79.3789371,lululemon athletica,Clothing Store,43.6532862,-79.3807642
"Garden District, Ryerson",43.6571618,-79.3789371,Jack Astor's Bar & Grill,Restaurant,43.65601939992059,-79.38032551379719
"Garden District, Ryerson",43.6571618,-79.3789371,Ted Baker,Clothing Store,43.65284284567131,-79.38032491863406
"Garden District, Ryerson",43.6571618,-79.3789371,Coco Fresh Tea & Juice,Bubble Tea Shop,43.65865989038909,-79.38204032226336
"Garden District, Ryerson",43.6571618,-79.3789371,Reds Midtown Tavern,Wine Bar,43.659128249470015,-79.38226565563255
"Garden District, Ryerson",43.6571618,-79.3789371,Fine Asian Bowl,Vietnamese Restaurant,43.6553866,-79.3803264
"Garden District, Ryerson",43.6571618,-79.3789371,Taiyaki NYC - Toronto,Ice Cream Shop,43.65558,-79.384462
"Garden District, Ryerson",43.6571618,-79.3789371,Starbucks,Coffee Shop,43.65907956058055,-79.38056191501433
"Garden District, Ryerson",43.6571618,-79.3789371,Shisha&Co,Smoke Shop,43.6567479206269,-79.37433722726891
"Garden District, Ryerson",43.6571618,-79.3789371,Abercrombie & Fitch,Clothing Store,43.65291548392747,-79.38049525090148
"Garden District, Ryerson",43.6571618,-79.3789371,Good Earth Coffeehouse,Coffee Shop,43.65685033174256,-79.37471866607666
"Garden District, Ryerson",43.6571618,-79.3789371,GoodLife Fitness Toronto Bell Trinity Centre,Gym,43.653436,-79.382314
"Garden District, Ryerson",43.6571618,-79.3789371,Bell Trinity Square,Office,43.65347479872822,-79.38246987630343
"Garden District, Ryerson",43.6571618,-79.3789371,Urban Outfitters,Clothing Store,43.65441107845698,-79.38005491917738
"Garden District, Ryerson",43.6571618,-79.3789371,The Saint James Hotel,Hotel,43.659398011456965,-79.38093249633705
"Garden District, Ryerson",43.6571618,-79.3789371,Tim Hortons,Coffee Shop,43.65690736298195,-79.3773287381231
Glencairn,43.709577,-79.4450726,"R Bakery - Delicious Cakes, Breads",Bakery,43.70741964331273,-79.44312584563261
Glencairn,43.709577,-79.4450726,Miyako Sushi Restaurant,Japanese Restaurant,43.709111,-79.44393
Glencairn,43.709577,-79.4450726,Kokoro Sushi,Sushi Restaurant,43.7090306314996,-79.44405331675999
Glencairn,43.709577,-79.4450726,"Chalker's Pub, Billiards and Bistro",Pub,43.705746734874204,-79.44237750652644
Glencairn,43.709577,-79.4450726,Fraserwood Park,Park,43.71354951931429,-79.4424819946289
"West Deane Park, Princess Gardens, Martin Grove, Islington, Cloverdale",43.6509432,-79.5547244,Cupcake Delivery.ca,Gift Shop,43.650285597663235,-79.55062799155712
"West Deane Park, Princess Gardens, Martin Grove, Islington, Cloverdale",43.6509432,-79.5547244,Marius Bakery,Bakery,43.648965,-79.549381
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.1604971,Great Shine Window Cleaning,Home Service,43.7831452,-79.1574307
"Rouge Hill, Port Union, Highland Creek",43.7845351,-79.1604971,Royal Canadian Legion,Bar,43.78253332838298,-79.16308473261682
Don Mills,43.7258997,-79.340923,Sorento Restaurant,Italian Restaurant,43.72657509457231,-79.34198930569546
Don Mills,43.7258997,-79.340923,Fitness Connection,Gym,43.72747286430573,-79.34170684305083
Don Mills,43.7258997,-79.340923,Tilley Endurables,Clothing Store,43.72703319748601,-79.34292634000684
Don Mills,43.7258997,-79.340923,Swiss Chalet,Restaurant,43.726747353541775,-79.34162487001265
Don Mills,43.7258997,-79.340923,Skiis and Biikes,Bike Shop,43.726350918006425,-79.34297712786963
Don Mills,43.7258997,-79.340923,Just Hockey Source For Sports,Sporting Goods Shop,43.72709513128194,-79.34259061584578
Don Mills,43.7258997,-79.340923,Oomomo,Discount Store,43.72642908913988,-79.34328336099873
Don Mills,43.7258997,-79.340923,Tim Hortons,Coffee Shop,43.72289725323043,-79.33911703526974
Don Mills,43.7258997,-79.340923,The Beer Store,Beer Store,43.7269871,-79.3414943
Don Mills,43.7258997,-79.340923,Japanese Canadian Cultural Centre,Art Gallery,43.726429,-79.334971
Don Mills,43.7258997,-79.340923,Real Canadian Superstore,Supermarket,43.722704,-79.337508
